Site.no,PCTID,PCTAssignmentCategory,ElevationInMeters,annualRainfallInMillimeters,annualMeanTemperatureInCelsius,CharacteristicSpeciesComparisonSet
NY_AB82,3251,Primary,613.96,1061.04,14.09,Wet Sclerophyll Forests (Grassy sub-formation)
NY_AB84,3251,Primary,346.88,1153.12,16.21,Wet Sclerophyll Forests (Grassy sub-formation)
NY_AB88,3251,Primary,581.06,1206.65,14.72,Wet Sclerophyll Forests (Grassy sub-formation)
NY_AB9,3251,Primary,523.08,1056.83,15.57,Wet Sclerophyll Forests (Grassy sub-formation)
NY_AB94,3251,Primary,309.88,1028.67,17.06,Wet Sclerophyll Forests (Grassy sub-formation)
NY_AB96,3251,Primary,264.84,1025.53,15.88,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB01,3251,Primary,658.63,1069.84,14.13,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB04,3251,Primary,453.23,1042.94,14.75,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB05,3251,Primary,400.4,1019.55,15.29,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB11,3251,Primary,804.51,1087.9,14.03,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB21,3251,Primary,543.06,1012.25,15.54,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB32,3251,Primary,258.74,1163.53,15.99,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB51,3251,Primary,270.85,1106.97,17.42,Wet Sclerophyll Forests (Grassy sub-formation)
NY_DB54,3251,Primary,270.07,1151.33,16.31,Wet Sclerophyll Forests (Grassy sub-formation)
NY_RK10,3251,Primary,306.19,1071.38,16.5,Wet Sclerophyll Forests (Grassy sub-formation)
NY_RK24,3251,Primary,753,1097.64,13.79,Wet Sclerophyll Forests (Grassy sub-formation)
NY_RK25A,3251,Primary,571.89,1034.49,14.46,Wet Sclerophyll Forests (Grassy sub-formation)
NY_RK25B,3251,Primary,746.15,1088.16,13.92,Wet Sclerophyll Forests (Grassy sub-formation)
NY_RK7,3251,Primary,538.24,1076.66,16.46,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC231,3251,Primary,391.03,942.09,16.01,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC238,3251,Primary,670.75,1049.68,14.37,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC240,3251,Primary,647.63,995.63,14.84,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC752,3251,Secondary,676.4,1293.13,14.73,Wet Sclerophyll Forests (Grassy sub-formation)
CHA13,3251,Primary,455.52,1027.67,15.22,Wet Sclerophyll Forests (Grassy sub-formation)
CHA21,3251,Primary,511.79,1092.58,13.93,Wet Sclerophyll Forests (Grassy sub-formation)
CHA23,3251,Primary,662.84,1071.66,13.84,Wet Sclerophyll Forests (Grassy sub-formation)
CHA31,3251,Primary,594.87,1063.98,14.6,Wet Sclerophyll Forests (Grassy sub-formation)
CHA40,3251,Primary,620.37,1019.88,15.14,Wet Sclerophyll Forests (Grassy sub-formation)
CUT10-3,3251,Primary,477.06,985.76,16.36,Wet Sclerophyll Forests (Grassy sub-formation)
CUT11-3,3251,Primary,537.03,864.15,16.69,Wet Sclerophyll Forests (Grassy sub-formation)
CUTOO004,3251,Primary,286.3,1145.87,17.79,Wet Sclerophyll Forests (Grassy sub-formation)
GTGIR010,3251,Primary,470.59,1050.5,16.46,Wet Sclerophyll Forests (Grassy sub-formation)
GTGIR013,3251,Primary,763.92,1226.51,14.61,Wet Sclerophyll Forests (Grassy sub-formation)
GTW07-3,3251,Primary,548.5,1032.19,15.76,Wet Sclerophyll Forests (Grassy sub-formation)
GTW26-3,3251,Primary,685.23,1157.93,14.85,Wet Sclerophyll Forests (Grassy sub-formation)
GTW27-3,3251,Primary,687.71,1178.32,14.35,Wet Sclerophyll Forests (Grassy sub-formation)
GTW31-3,3251,Primary,555.48,1148.25,15.98,Wet Sclerophyll Forests (Grassy sub-formation)
GUN18,3251,Primary,191.04,1166.87,16.93,Wet Sclerophyll Forests (Grassy sub-formation)
NDDHL1-2,3251,Primary,379.38,1342.35,15.62,Wet Sclerophyll Forests (Grassy sub-formation)
PPK00009,3251,Primary,246.99,1397.45,16.13,Wet Sclerophyll Forests (Grassy sub-formation)
PPKDLL03,3251,Primary,120.1,1347.7,17.49,Wet Sclerophyll Forests (Grassy sub-formation)
KAN01503,3251,Primary,186.48,1258.6,16.45,Wet Sclerophyll Forests (Grassy sub-formation)
NGLEA005,3251,Primary,201.04,998.24,16.75,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0001,3251,Primary,65.88,1234.46,17.85,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0002,3251,Primary,62.16,1239.48,17.82,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0004,3251,Primary,58.46,1221.88,17.92,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0006,3251,Primary,58.05,1192.01,17.98,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0007,3251,Primary,168.3,1197.76,17.99,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0008,3251,Primary,111.45,1216.55,17.86,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0009,3251,Primary,118.84,1252.58,17.69,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0010,3251,Primary,70.35,1253.28,17.7,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0013,3251,Primary,53.32,1204.81,18.01,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0016,3251,Primary,75.14,1222.47,17.79,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0019,3251,Primary,128.86,1246.59,17.66,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0020,3251,Primary,87.37,1222.68,17.77,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0022,3251,Primary,69.84,1240.61,17.8,Wet Sclerophyll Forests (Grassy sub-formation)
YBNP44,3251,Primary,216.35,1518.07,17.54,Wet Sclerophyll Forests (Grassy sub-formation)
GGVWWIN1,3252,Primary,63.03,1390.8,17.28,Wet Sclerophyll Forests (Grassy sub-formation)
AC14_007,3252,Primary,238.71,1451.1,17.26,Wet Sclerophyll Forests (Grassy sub-formation)
CUD17LSR,3252,Primary,16.54,1996.27,18.9,Wet Sclerophyll Forests (Grassy sub-formation)
POT28LSR,3252,Secondary,144.72,2024.53,18.76,Wet Sclerophyll Forests (Grassy sub-formation)
A1_48B,3252,Secondary,369.85,1174.77,16.79,Wet Sclerophyll Forests (Grassy sub-formation)
NCA00011,3252,Primary,370.91,1200.36,17.05,Wet Sclerophyll Forests (Grassy sub-formation)
NCA00014,3252,Secondary,262.22,1154.13,17.59,Wet Sclerophyll Forests (Grassy sub-formation)
NCMOO001,3252,Primary,143.82,2018.74,18.61,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP005,3252,Primary,149.67,1441.3,17.07,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP022,3252,Primary,50.27,1454.44,18.41,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP072,3252,Primary,87.73,1384.57,17.8,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP104,3252,Primary,277.83,1474.55,17.29,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP105,3252,Primary,254.44,1495.12,17.18,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP106,3252,Primary,271.01,1524.31,16.76,Wet Sclerophyll Forests (Grassy sub-formation)
FF_SED022,3252,Primary,177.12,1496.86,17.72,Wet Sclerophyll Forests (Grassy sub-formation)
FF_SED067C,3252,Primary,170.36,1571.12,17.6,Wet Sclerophyll Forests (Grassy sub-formation)
FF_VCL001,3252,Primary,99,1411.51,17.72,Wet Sclerophyll Forests (Grassy sub-formation)
COFFS103,3252,Secondary,68.51,1384.42,18.06,Wet Sclerophyll Forests (Grassy sub-formation)
COFFS43,3252,Primary,14.94,1582.97,18.65,Wet Sclerophyll Forests (Grassy sub-formation)
COFFS71,3252,Primary,117.57,1454.13,18.02,Wet Sclerophyll Forests (Grassy sub-formation)
COFFS72,3252,Primary,117.65,1472.92,17.92,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07003,3252,Primary,133.25,1537.52,17.97,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07012,3252,Primary,396.5,1291.42,15.2,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07048,3252,Primary,256.73,1630.6,16.08,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07062,3252,Secondary,279.31,1252.35,17.48,Wet Sclerophyll Forests (Grassy sub-formation)
LNE10007,3252,Primary,33.71,1323.37,17.79,Wet Sclerophyll Forests (Grassy sub-formation)
UNE05006,3252,Primary,160.77,1337.88,17.96,Wet Sclerophyll Forests (Grassy sub-formation)
UNE05008,3252,Secondary,68.8,1443.56,17.79,Wet Sclerophyll Forests (Grassy sub-formation)
UNE05026,3252,Primary,581.99,1318.72,14.49,Wet Sclerophyll Forests (Grassy sub-formation)
UNE05061,3252,Primary,267.17,1464.71,17.71,Wet Sclerophyll Forests (Grassy sub-formation)
UNE08011,3252,Primary,516.29,1221.47,15.3,Wet Sclerophyll Forests (Grassy sub-formation)
UNE08065,3252,Primary,99.72,1310.17,17.79,Wet Sclerophyll Forests (Grassy sub-formation)
UNE08069,3252,Primary,344.71,1526.8,16.15,Wet Sclerophyll Forests (Grassy sub-formation)
NUBAG081,3252,Primary,403.95,1555.4,15.74,Wet Sclerophyll Forests (Grassy sub-formation)
NUBOA100,3252,Primary,215.41,1779,16.43,Wet Sclerophyll Forests (Grassy sub-formation)
NUBUC168,3252,Primary,275.72,1645.28,16.64,Wet Sclerophyll Forests (Grassy sub-formation)
NUCON079,3252,Primary,154.49,1488.39,17.58,Wet Sclerophyll Forests (Grassy sub-formation)
NUING042,3252,Primary,157.15,1387.66,17.65,Wet Sclerophyll Forests (Grassy sub-formation)
NUING111,3252,Primary,343.7,1606.06,16.26,Wet Sclerophyll Forests (Grassy sub-formation)
NUING112,3252,Primary,290.05,1568.01,16.57,Wet Sclerophyll Forests (Grassy sub-formation)
NUING131,3252,Primary,280.73,1434.46,17.42,Wet Sclerophyll Forests (Grassy sub-formation)
NUKAN083,3252,Primary,354.35,1327.85,15.95,Wet Sclerophyll Forests (Grassy sub-formation)
NUKAN143,3252,Primary,436.49,1418.37,15.22,Wet Sclerophyll Forests (Grassy sub-formation)
NULOW084,3252,Primary,247.28,1579.97,16.93,Wet Sclerophyll Forests (Grassy sub-formation)
NULOW090,3252,Primary,200.77,1621.28,17.27,Wet Sclerophyll Forests (Grassy sub-formation)
NUMIS044,3252,Primary,343.07,1650.52,16.37,Wet Sclerophyll Forests (Grassy sub-formation)
NUMIS045,3252,Primary,323.73,1815.7,15.31,Wet Sclerophyll Forests (Grassy sub-formation)
NUMIS144,3252,Primary,202.86,1609,16.86,Wet Sclerophyll Forests (Grassy sub-formation)
NUNAM050,3252,Primary,34.98,1417.8,18.36,Wet Sclerophyll Forests (Grassy sub-formation)
NUNEW070,3252,Primary,188.49,1307.94,17.96,Wet Sclerophyll Forests (Grassy sub-formation)
NUNEW164,3252,Secondary,253.01,1440.76,17.13,Wet Sclerophyll Forests (Grassy sub-formation)
NUWED080,3252,Primary,79.33,1513.54,18.32,Wet Sclerophyll Forests (Grassy sub-formation)
NUWED087,3252,Primary,75.8,1516.11,18.18,Wet Sclerophyll Forests (Grassy sub-formation)
UNE14017,3252,Primary,481.53,1432.91,15,Wet Sclerophyll Forests (Grassy sub-formation)
UNE14018,3252,Primary,459.16,1425.79,14.99,Wet Sclerophyll Forests (Grassy sub-formation)
10693G4,3252,Secondary,152.72,1545.21,17.16,Wet Sclerophyll Forests (Grassy sub-formation)
10693G8,3252,Primary,121.7,1372.45,17.91,Wet Sclerophyll Forests (Grassy sub-formation)
9311G4,3252,Primary,189.06,1698.56,17.57,Wet Sclerophyll Forests (Grassy sub-formation)
9771G6,3252,Primary,278.96,1740.92,16.07,Wet Sclerophyll Forests (Grassy sub-formation)
KNB08A1L,3252,Primary,8.91,1318.5,17.83,Wet Sclerophyll Forests (Grassy sub-formation)
CPE09R8C,3252,Primary,305.63,1068.26,17.31,Wet Sclerophyll Forests (Grassy sub-formation)
MBH23D7U,3252,Primary,327.34,1817.51,18.45,Wet Sclerophyll Forests (Grassy sub-formation)
PLL27J5L,3252,Primary,112.59,1355.85,17.5,Wet Sclerophyll Forests (Grassy sub-formation)
PV4_14,3252,Primary,105.58,1222.58,18.03,Wet Sclerophyll Forests (Grassy sub-formation)
EAD24T8,3252,Primary,340.46,1171.21,16.12,Wet Sclerophyll Forests (Grassy sub-formation)
EAD27T3,3252,Primary,226.12,1015.64,16.7,Wet Sclerophyll Forests (Grassy sub-formation)
RPD27T2,3252,Secondary,186.62,1360.03,16.02,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT50,3252,Primary,30.35,1168.27,17.17,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT51,3252,Primary,29.01,1184.23,17.15,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT53,3252,Primary,67,1189.33,16.83,Wet Sclerophyll Forests (Grassy sub-formation)
BALL56,3252,Secondary,24.07,1542.6,19.17,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-001,3252,Primary,39.27,1397.75,18.21,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-008,3252,Primary,136.32,1421.91,17.64,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-009,3252,Primary,231.6,1482.64,17.34,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-013,3252,Primary,286.39,1503.55,17.37,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-028,3252,Primary,224.08,1575.52,17.8,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-029,3252,Primary,190.7,1692.18,16.72,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-043,3252,Primary,222.08,1624.07,16.54,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-045,3252,Primary,157.12,1464.04,17.6,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-052,3252,Primary,61.68,1313.25,17.97,Wet Sclerophyll Forests (Grassy sub-formation)
NAM-053,3252,Primary,72.26,1367.38,17.7,Wet Sclerophyll Forests (Grassy sub-formation)
NCPP0186,3252,Primary,448.42,1110.51,16.27,Wet Sclerophyll Forests (Grassy sub-formation)
NCT80-2,3252,Primary,276.25,1848.58,18.12,Wet Sclerophyll Forests (Grassy sub-formation)
NEF1003,3252,Secondary,481.94,1203.8,15.21,Wet Sclerophyll Forests (Grassy sub-formation)
NEF1026,3252,Primary,212.93,1246.9,17.12,Wet Sclerophyll Forests (Grassy sub-formation)
NEF1071,3252,Primary,64.96,1322.86,18.23,Wet Sclerophyll Forests (Grassy sub-formation)
NEF1093,3252,Primary,242.89,1581.99,16.84,Wet Sclerophyll Forests (Grassy sub-formation)
NEF1105,3252,Primary,482.05,1326.53,16.53,Wet Sclerophyll Forests (Grassy sub-formation)
NEF2030,3252,Primary,344.03,1064.74,17.07,Wet Sclerophyll Forests (Grassy sub-formation)
NEF2305,3252,Secondary,155.43,1133.47,17.38,Wet Sclerophyll Forests (Grassy sub-formation)
NEF6026,3252,Primary,51.32,1467.57,17.23,Wet Sclerophyll Forests (Grassy sub-formation)
NEF6100,3252,Primary,25.3,1285.15,16.81,Wet Sclerophyll Forests (Grassy sub-formation)
NEF7002,3252,Primary,91.06,1295.21,18.17,Wet Sclerophyll Forests (Grassy sub-formation)
NWENG124,3252,Primary,460.97,1265.55,15.73,Wet Sclerophyll Forests (Grassy sub-formation)
NWENG132,3252,Primary,192.02,1479.86,16.53,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC207,3252,Secondary,528.9,1670.15,16.69,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC630,3252,Primary,436.78,1064.12,15.76,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC631,3252,Secondary,379.52,1060.19,16.04,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC632,3252,Secondary,215.99,1070.59,16.73,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC635,3252,Secondary,168.97,1077.68,17.24,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC702,3252,Primary,388.07,1245.52,17.44,Wet Sclerophyll Forests (Grassy sub-formation)
NRAC714,3252,Primary,166.68,1132.78,17.14,Wet Sclerophyll Forests (Grassy sub-formation)
REV13827,3252,Primary,126.33,1503.11,17.36,Wet Sclerophyll Forests (Grassy sub-formation)
PAW00083,3252,Primary,357.49,1550.83,16.38,Wet Sclerophyll Forests (Grassy sub-formation)
PAW00085,3252,Primary,383.25,1517.85,16.54,Wet Sclerophyll Forests (Grassy sub-formation)
PAW00094,3252,Primary,79.54,1437.15,17.17,Wet Sclerophyll Forests (Grassy sub-formation)
PPK00049,3252,Secondary,544.35,1789.97,14.49,Wet Sclerophyll Forests (Grassy sub-formation)
WING0098,3252,Primary,479.65,1310.07,15.8,Wet Sclerophyll Forests (Grassy sub-formation)
WING0281,3252,Primary,507.75,1274.8,15.2,Wet Sclerophyll Forests (Grassy sub-formation)
WING0385,3252,Primary,625.25,1292.44,14.86,Wet Sclerophyll Forests (Grassy sub-formation)
WING0600,3252,Primary,620.62,1329.81,14.5,Wet Sclerophyll Forests (Grassy sub-formation)
PUWAY009,3252,Secondary,188.82,1448.97,17.83,Wet Sclerophyll Forests (Grassy sub-formation)
SNR0021,3252,Primary,68.27,1214.07,17.94,Wet Sclerophyll Forests (Grassy sub-formation)
YBNP21,3252,Primary,98.11,1343.66,18.28,Wet Sclerophyll Forests (Grassy sub-formation)
YBNP49,3252,Primary,274.5,1474.93,17.56,Wet Sclerophyll Forests (Grassy sub-formation)
PAVVWSH1,3253,Primary,54.35,1420.45,17.24,Wet Sclerophyll Forests (Grassy sub-formation)
BAG01,3253,Primary,27.77,1432.54,17.24,Wet Sclerophyll Forests (Grassy sub-formation)
BOO00013,3253,Primary,131.09,1257.24,17.38,Wet Sclerophyll Forests (Grassy sub-formation)
BOO00023,3253,Primary,150.19,1192.63,17.38,Wet Sclerophyll Forests (Grassy sub-formation)
BOO00030,3253,Primary,231.37,1246.01,17.24,Wet Sclerophyll Forests (Grassy sub-formation)
NCDOU003,3253,Primary,33.91,1291.87,18.71,Wet Sclerophyll Forests (Grassy sub-formation)
NCGIB003,3253,Primary,51.61,1214.21,18.28,Wet Sclerophyll Forests (Grassy sub-formation)
A1_50,3253,Secondary,485.52,1218.51,15.37,Wet Sclerophyll Forests (Grassy sub-formation)
CHRMUR12,3253,Primary,250.25,1751.92,18.44,Wet Sclerophyll Forests (Grassy sub-formation)
FF_PP094,3253,Primary,180.96,1537.63,17.57,Wet Sclerophyll Forests (Grassy sub-formation)
FF_SED075,3253,Primary,100.72,1388.59,17.73,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07002,3253,Primary,62.29,1495.98,18.37,Wet Sclerophyll Forests (Grassy sub-formation)
LNE07008,3253,Secondary,165.16,1650.23,16.66,Wet Sclerophyll Forests (Grassy sub-formation)
LNE10002,3253,Primary,37.37,1261.27,17.21,Wet Sclerophyll Forests (Grassy sub-formation)
LNE10012,3253,Primary,45.94,1284.59,18.11,Wet Sclerophyll Forests (Grassy sub-formation)
LNE10014,3253,Primary,150,1377.32,17.09,Wet Sclerophyll Forests (Grassy sub-formation)
LNE10029,3253,Primary,54.4,1489.07,17.02,Wet Sclerophyll Forests (Grassy sub-formation)
UNE05058,3253,Primary,25.36,1275.19,18.8,Wet Sclerophyll Forests (Grassy sub-formation)
UNE08068,3253,Primary,168.27,1357.93,17.24,Wet Sclerophyll Forests (Grassy sub-formation)
NUCON085,3253,Primary,259.18,1468.58,17.38,Wet Sclerophyll Forests (Grassy sub-formation)
LNE13014,3253,Primary,251.88,1631.84,17.43,Wet Sclerophyll Forests (Grassy sub-formation)
UNE14027,3253,Primary,366.34,1336.33,16.04,Wet Sclerophyll Forests (Grassy sub-formation)
14349G8,3253,Primary,119.46,1480.35,17,Wet Sclerophyll Forests (Grassy sub-formation)
14800G2,3253,Primary,96.39,1572.32,16.7,Wet Sclerophyll Forests (Grassy sub-formation)
14800G6,3253,Primary,104.71,1500.48,17.03,Wet Sclerophyll Forests (Grassy sub-formation)
14800G8,3253,Primary,117.59,1488.93,17.08,Wet Sclerophyll Forests (Grassy sub-formation)
BAL27C3M,3253,Primary,71.36,1303.42,17.61,Wet Sclerophyll Forests (Grassy sub-formation)
KNB15P3M,3253,Primary,56.21,1288.51,17.86,Wet Sclerophyll Forests (Grassy sub-formation)
KNB16P3L,3253,Primary,55.65,1292.25,17.84,Wet Sclerophyll Forests (Grassy sub-formation)
LRN24C3L,3253,Primary,77.62,1433.72,17.38,Wet Sclerophyll Forests (Grassy sub-formation)
SHR01P4F,3253,Primary,20.71,1195.89,18.03,Wet Sclerophyll Forests (Grassy sub-formation)
TLP11C3M,3253,Primary,185.65,1512.58,16.86,Wet Sclerophyll Forests (Grassy sub-formation)
TLP12C2M,3253,Primary,161.83,1506.46,16.88,Wet Sclerophyll Forests (Grassy sub-formation)
WCH07P7L,3253,Primary,39.19,1385.6,17.37,Wet Sclerophyll Forests (Grassy sub-formation)
TRE01P1F,3253,Primary,46.38,1102.84,17.13,Wet Sclerophyll Forests (Grassy sub-formation)
AFT13J3U,3253,Primary,316.89,1220.37,17.29,Wet Sclerophyll Forests (Grassy sub-formation)
BUI06D8U,3253,Primary,117.8,1701.81,18.31,Wet Sclerophyll Forests (Grassy sub-formation)
GLR09A7F,3253,Primary,68.84,1298.63,18.04,Wet Sclerophyll Forests (Grassy sub-formation)
TYL06J6M,3253,Secondary,115.43,1606.87,18.46,Wet Sclerophyll Forests (Grassy sub-formation)
SWAIN2_16,3253,Primary,45,1414.39,18.45,Wet Sclerophyll Forests (Grassy sub-formation)
SWAIN2_27,3253,Primary,44.94,1419.11,18.32,Wet Sclerophyll Forests (Grassy sub-formation)
SWAIN712_10,3253,Primary,64.51,1427.09,18.15,Wet Sclerophyll Forests (Grassy sub-formation)
SWAIN713_06,3253,Primary,74.27,1415.15,18.35,Wet Sclerophyll Forests (Grassy sub-formation)
TAREELF1,3253,Primary,33.63,1182.46,17.22,Wet Sclerophyll Forests (Grassy sub-formation)
TAREELF2,3253,Primary,40.27,1194.12,17.14,Wet Sclerophyll Forests (Grassy sub-formation)
EAD10T4,3253,Primary,68.12,1379.72,17.16,Wet Sclerophyll Forests (Grassy sub-formation)
EAD1T1,3253,Primary,161.26,1460.75,16.76,Wet Sclerophyll Forests (Grassy sub-formation)
EAD27T1,3253,Primary,100.34,1401.1,17.13,Wet Sclerophyll Forests (Grassy sub-formation)
EAD27T2,3253,Primary,76.63,1413.6,17.2,Wet Sclerophyll Forests (Grassy sub-formation)
EAD28T1,3253,Primary,18.22,1277.91,17.37,Wet Sclerophyll Forests (Grassy sub-formation)
RPD27T3,3253,Primary,47.8,1234.27,16.79,Wet Sclerophyll Forests (Grassy sub-formation)
RPD27T5,3253,Primary,34.39,1197.05,16.98,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT42,3253,Primary,20.37,1256.55,17.03,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT43,3253,Secondary,15.95,1272.65,17.35,Wet Sclerophyll Forests (Grassy sub-formation)
EA_CT46,3253,Primary,68.51,1441.67,17.22,Wet Sclerophyll Forests (Grassy sub-formation)
EA_SB11,3253,Primary,288.49,1290.15,16.09,Wet Sclerophyll Forests (Grassy sub-formation)
EA_SB12,3253,Primary,89.37,1201.68,16.73,Wet Sclerophyll Forests (Grassy sub-formation)
EA_SB13,3253,Primary,57.71,1147.29,16.69,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT13,3253,Primary,179.08,1192.96,16.75,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT131,3253,Primary,49.37,1211.55,16.85,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT132,3253,Primary,43.61,1198.54,16.98,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT135,3253,Primary,125.87,1270.03,16.58,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT136,3253,Primary,146.04,1279.93,16.47,Wet Sclerophyll Forests (Grassy sub-formation)
TJRT137,3253,Primary,151.53,1266.46,16.54,Wet Sclerophyll Forests (Grassy sub-formation)
